amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
5.99,5.99,3.06,genre fiction,29.95,LucasBooks,17.97,5.99,47704,Random House LLC,58,big five,5
9.98,9.98,4.71,children,49.9,Zonderkidz,29.94,9.98,47742,HarperCollins Publishing,305,big five,5
9.99,9.99,4.72,nonfiction,49.95,Vintage,29.97,9.99,47804,Random House LLC,137,big five,5
8.89,8.89,4.31,nonfiction,44.45,Holt Paperbacks,26.67,8.89,47854,Macmillan,58,big five,5
5.99,5.99,4.14,genre fiction,29.95,Berkley,17.97,5.99,47865,Penguin Group (USA) LLC,62,big five,5
9.59,9.59,2.7,genre fiction,47.95,Picador,28.77,9.59,47867,Macmillan,10,big five,5
10.65,10.65,3.83,nonfiction,53.25,"Little, Brown and Company",31.95,10.65,47909,Hachette Book Group,6,big five,5
10.99,10.99,4.07,nonfiction,54.95,Plume,32.97,10.99,47916,Penguin Group (USA) LLC,216,big five,5
9.77,9.77,4.78,nonfiction,48.85,HarperCollins e-books,29.31,9.77,47940,HarperCollins Publishers,329,big five,5
9.73,9.73,3.74,nonfiction,48.65,Scribner,29.19,9.73,47957,Simon and Schuster Digital Sales Inc,103,big five,5
5.98,5.98,4.75,children,29.9,Aladdin,17.94,5.98,47964,Simon and Schuster Digital Sales Inc,40,big five,5
7.59,7.59,4.19,nonfiction,37.95,"Farrar, Straus and Giroux",22.77,7.59,48019,Macmillan,200,big five,5
2.99,2.99,0,comics,14.95,(Small or Medium Publisher),8.97,2.99,48021,DC Comics,0,small/medium,5
4.99,4.99,0,children,24.95,HarperCollins,14.97,4.99,48052,HarperCollins Publishers,0,big five,5
8.89,8.89,4.44,genre fiction,44.45,Thomas Dunne Books,26.67,8.89,48060,Macmillan,181,big five,5
12.74,12.74,4.6,nonfiction,63.7,Atria Books,38.22,12.74,48093,Simon and Schuster Digital Sales Inc,61,big five,5
0.99,0.99,0,comics,4.95,(Small or Medium Publisher),2.97,0.99,48108,DC Comics,0,small/medium,5
1.99,1.99,4.11,genre fiction,9.95,HarperCollins e-books,5.97,1.99,48145,HarperCollins Publishers,18,big five,5
9.77,9.77,3.02,nonfiction,48.85,HarperCollins e-books,29.31,9.77,48157,HarperCollins Publishers,73,big five,5
8.88,8.88,4.59,children,44.4,Dial,26.64,8.88,48202,Penguin Group (USA) LLC,15,big five,5
5.99,5.99,4.33,genre fiction,29.95,Spectra,17.97,5.99,48248,Random House LLC,127,big five,5
11.14,11.14,4.61,nonfiction,55.7,Simon & Schuster,33.42,11.14,48252,Simon and Schuster Digital Sales Inc,183,big five,5
3.37,3.37,4.64,children,16.85,Golden Books,10.11,3.37,48285,Random House LLC,199,big five,5
11.99,11.99,4.16,nonfiction,59.95,Viking Adult,35.97,11.99,48299,Penguin Group (USA) LLC,6,big five,5
11.99,11.99,4.41,nonfiction,59.95,Penguin Books,35.97,11.99,48319,Penguin Group (USA) LLC,53,big five,5
9.99,9.99,4.68,nonfiction,49.95,Dell,29.97,9.99,48360,Random House LLC,182,big five,5
6.83,6.83,2.92,genre fiction,34.15,Pocket Books/Star Trek,20.49,6.83,48389,Simon and Schuster Digital Sales Inc,39,big five,5
9.99,9.99,4.25,nonfiction,49.95,Vintage,29.97,9.99,48396,Random House LLC,300,big five,5
3.79,3.79,4.34,comics,18.95,Reader's Digest,11.37,3.79,48414,Penguin Group (USA) LLC,141,big five,5
5.99,5.99,4.52,genre fiction,29.95,Del Rey,17.97,5.99,48415,Random House LLC,354,big five,5
6.64,6.64,4.8,nonfiction,33.2,Thorsons,19.92,6.64,48435,HarperCollins Publishers,15,big five,5
3.99,3.99,0,comics,19.95,(Small or Medium Publisher),11.97,3.99,48443,DC Comics,0,small/medium,5
11.04,11.04,4.03,nonfiction,55.2,Thomas Dunne Books,33.12,11.04,48449,Macmillan,66,big five,5
5.98,5.98,4.54,children,29.9,Atheneum Books for Young Readers,17.94,5.98,48451,Simon and Schuster Digital Sales Inc,35,big five,5
7.99,7.99,4.29,nonfiction,39.95,Berkley,23.97,7.99,48524,Penguin Group (USA) LLC,24,big five,5
9.99,9.99,3.54,genre fiction,49.95,Crown,29.97,9.99,48533,Random House LLC,116,big five,5
9.77,9.77,3.96,nonfiction,48.85,HarperCollins e-books,29.31,9.77,48543,HarperCollins Publishers,30,big five,5
12.74,12.74,4.72,nonfiction,63.7,Metropolitan Books,38.22,12.74,48561,Macmillan,29,big five,5
9.27,9.27,3.82,nonfiction,46.35,Simon & Schuster,27.81,9.27,48584,Simon and Schuster Digital Sales Inc,228,big five,5
9.99,9.99,3.66,nonfiction,49.95,"Little, Brown and Company",29.97,9.99,48592,Hachette Book Group,152,big five,5
14.99,14.99,2.98,nonfiction,74.95,The Penguin Press,44.97,14.99,48600,Penguin Group (USA) LLC,57,big five,5
10.79,10.79,3.95,nonfiction,53.95,Ballantine Books,32.37,10.79,48620,Random House LLC,312,big five,5
8.33,8.33,4.52,nonfiction,41.65,St. Martin's Press,24.99,8.33,48634,Macmillan,70,big five,5
5.99,5.99,3.92,genre fiction,29.95,Minotaur Books,17.97,5.99,48638,Macmillan,53,big five,5
7.99,7.99,3.95,nonfiction,39.95,Anchor,23.97,7.99,48660,Random House LLC,282,big five,5
5.99,5.99,4.45,genre fiction,29.95,Berkley,17.97,5.99,48667,Penguin Group (USA) LLC,11,big five,5
8.89,8.89,3.89,nonfiction,44.45,Picador,26.67,8.89,48672,Macmillan,56,big five,5
11.99,11.99,4.45,nonfiction,59.95,Thomas Dunne Books,35.97,11.99,48696,Macmillan,306,big five,5
7.99,7.99,4.37,nonfiction,39.95,Fodor's,23.97,7.99,48696,Random House LLC,8,big five,5
9.99,9.99,4.44,nonfiction,49.95,Broadway Books,29.97,9.99,48725,Random House LLC,65,big five,5
10.76,10.76,4.41,nonfiction,53.8,Penguin Books,32.28,10.76,48736,Penguin Group (USA) LLC,204,big five,5
10.99,10.99,4.39,nonfiction,54.95,Vintage,32.97,10.99,48746,Random House LLC,81,big five,5
5.99,5.99,4.77,nonfiction,29.95,Signet,17.97,5.99,48759,Penguin Group (USA) LLC,167,big five,5
7.99,7.99,4.37,nonfiction,39.95,Penguin Books,23.97,7.99,48759,Penguin Group (USA) LLC,58,big five,5
10.23,10.23,4.23,nonfiction,51.15,HarperCollins e-books,30.69,10.23,48769,HarperCollins Publishers,126,big five,5
11.84,11.84,4.08,nonfiction,59.2,Ballantine Books,35.52,11.84,48794,Random House LLC,69,big five,5
9.59,9.59,4.84,nonfiction,47.95,Bantam,28.77,9.59,48797,Random House LLC,33,big five,5
1.99,1.99,4.15,nonfiction,9.95,Zondervan,5.97,1.99,48808,HarperCollins Publishing,33,big five,5
11.47,11.47,0,children,57.35,HarperCollins,34.41,11.47,48825,HarperCollins Publishers,0,big five,5
13,13,4.3,nonfiction,65,Avery,39,13,48862,Penguin Group (USA) LLC,36,big five,5
5.69,5.69,4.86,children,28.45,Aladdin,17.07,5.69,48910,Simon and Schuster Digital Sales Inc,37,big five,5
9.99,9.99,4.52,nonfiction,49.95,Deepak Chopra,29.97,9.99,48929,Random House LLC,68,big five,5
2.14,2.14,4.1,genre fiction,10.7,Penguin,6.42,2.14,48934,Penguin Group (USA) LLC,810,big five,5
5.98,5.98,4.84,children,29.9,Alfred A. Knopf BFYR,17.94,5.98,48938,Random House LLC,13,big five,5
17.87,17.87,4.84,nonfiction,89.35,Plume,53.61,17.87,48992,Penguin Group (USA) LLC,19,big five,5
1.99,1.99,4.62,children,9.95,Zonderkidz,5.97,1.99,49000,HarperCollins Publishing,32,big five,5
7.99,7.99,4.58,nonfiction,39.95,Holt Paperbacks,23.97,7.99,49010,Macmillan,55,big five,5
1.99,1.99,4.21,children,9.95,Zonderkidz,5.97,1.99,49034,HarperCollins Publishing,47,big five,5
4.28,4.28,4.43,nonfiction,21.4,Thomas Nelson,12.84,4.28,49045,HarperCollins Christian Publishing,199,big five,5
5.99,5.99,4.58,genre fiction,29.95,Ace,17.97,5.99,49056,Penguin Group (USA) LLC,12,big five,5
5.98,5.98,4.7,children,29.9,HarperCollins,17.94,5.98,49066,HarperCollins Publishers,44,big five,5
1.99,1.99,0,comics,9.95,(Small or Medium Publisher),5.97,1.99,49074,Idea & Design Works,0,small/medium,5
5.99,5.99,4.23,nonfiction,29.95,Crown Archetype,17.97,5.99,49103,Random House LLC,119,big five,5
9.99,9.99,4.1,nonfiction,49.95,Riverhead,29.97,9.99,49104,Penguin Group (USA) LLC,424,big five,5
5.98,5.98,4.77,children,29.9,HarperCollins,17.94,5.98,49121,HarperCollins Publishers,36,big five,5
5.98,5.98,4.4,children,29.9,Knopf Books for Young Readers,17.94,5.98,49159,Random House LLC,22,big five,5
5.98,5.98,4.82,children,29.9,HarperCollins,17.94,5.98,49163,HarperCollins Publishers,35,big five,5
5.99,5.99,4.59,genre fiction,29.95,Del Rey,17.97,5.99,49167,Random House LLC,251,big five,5
11.84,11.84,4.45,nonfiction,59.2,Penguin Books,35.52,11.84,49174,Penguin Group (USA) LLC,70,big five,5
7.99,7.99,3.86,nonfiction,39.95,"Farrar, Straus and Giroux",23.97,7.99,49177,Macmillan,228,big five,5
10.38,10.38,4.06,nonfiction,51.9,Simon & Schuster,31.14,10.38,49203,Simon and Schuster Digital Sales Inc,274,big five,5
9.77,9.77,0,children,48.85,HarperCollins,29.31,9.77,49212,HarperCollins Publishers,0,big five,5
5.99,5.99,3.35,genre fiction,29.95,Delacorte Press,17.97,5.99,49218,Random House LLC,40,big five,5
5.98,5.98,4.63,children,29.9,Grosset & Dunlap,17.94,5.98,49236,Penguin Group (USA) LLC,44,big five,5
9.99,9.99,4.11,nonfiction,49.95,Three Rivers Press,29.97,9.99,49244,Random House LLC,515,big five,5
3.79,3.79,4.69,children,18.95,Random House Books for Young Readers,11.37,3.79,49262,Random House LLC,42,big five,5
5.98,5.98,4.75,children,29.9,Aladdin,17.94,5.98,49266,Simon and Schuster Digital Sales Inc,29,big five,5
5.99,5.99,4.21,children,29.95,Knopf Books for Young Readers,17.97,5.99,49275,Random House LLC,75,big five,5
7.66,7.66,4.42,nonfiction,38.3,Signet Classic,22.98,7.66,49279,Penguin Group (USA) LLC,91,big five,5
5.69,5.69,4.63,children,28.45,Aladdin,17.07,5.69,49306,Simon and Schuster Digital Sales Inc,33,big five,5
7.59,7.59,4.42,genre fiction,37.95,Tor Books,22.77,7.59,49311,Macmillan,33,big five,5
9.99,9.99,4.27,nonfiction,49.95,Anchor,29.97,9.99,49334,Random House LLC,120,big five,5
11.29,11.29,4.28,nonfiction,56.45,Crown Business,33.87,11.29,49339,Random House LLC,104,big five,5
11.99,11.99,4.64,nonfiction,59.95,Schocken,35.97,11.99,49342,Random House LLC,64,big five,5
10.99,10.99,4.47,nonfiction,54.95,Ten Speed Press,32.97,10.99,49344,Random House LLC,44,big five,5
5.69,5.69,4.2,genre fiction,28.45,Pocket Books/Star Trek,17.07,5.69,49370,Simon and Schuster Digital Sales Inc,45,big five,5
8.89,8.89,4.7,nonfiction,44.45,North Point Press,26.67,8.89,49407,Macmillan,44,big five,5
5.98,5.98,4.56,children,29.9,Aladdin,17.94,5.98,49409,Simon and Schuster Digital Sales Inc,23,big five,5
13,13,4.62,nonfiction,65,Studio,39,13,49418,Penguin Group (USA) LLC,37,big five,5
8.89,8.89,4.15,nonfiction,44.45,Faber & Faber,26.67,8.89,49426,Macmillan,59,big five,5
24.12,24.12,4.69,nonfiction,120.6,Scribner,72.36,24.12,49461,Simon and Schuster Digital Sales Inc,339,big five,5
7.99,7.99,4.31,genre fiction,39.95,Berkley,23.97,7.99,49486,Penguin Group (USA) LLC,22,big five,5
8.89,8.89,4.01,nonfiction,44.45,FSG Originals,26.67,8.89,49505,Macmillan,224,big five,5
11.84,11.84,0,nonfiction,59.2,Knopf,35.52,11.84,49520,Random House LLC,0,big five,5
6.83,6.83,0,children,34.15,Little Simon,20.49,6.83,49558,Simon and Schuster Digital Sales Inc,0,big five,5
12.74,12.74,4.64,nonfiction,63.7,Times Books,38.22,12.74,49565,Macmillan,71,big five,5
7.59,7.59,3.66,genre fiction,37.95,Pocket Books,22.77,7.59,49573,Simon and Schuster Digital Sales Inc,71,big five,5
7.99,7.99,4.42,nonfiction,39.95,Crown Business,23.97,7.99,49579,Random House LLC,75,big five,5
5.69,5.69,4.77,children,28.45,Aladdin,17.07,5.69,49588,Simon and Schuster Digital Sales Inc,44,big five,5
10.38,10.38,4.78,nonfiction,51.9,Scribner,31.14,10.38,49603,Simon and Schuster Digital Sales Inc,73,big five,5
7.59,7.59,3.81,nonfiction,37.95,St. Martin's Griffin,22.77,7.59,49619,Macmillan,37,big five,5
5.98,5.98,4.61,children,29.9,Grosset & Dunlap,17.94,5.98,49623,Penguin Group (USA) LLC,18,big five,5
6.83,6.83,4.37,genre fiction,34.15,Pocket Books/Star Trek,20.49,6.83,49688,Simon and Schuster Digital Sales Inc,138,big five,5
5.42,5.42,3.98,children,27.1,Square Fish,16.26,5.42,49715,Macmillan,105,big five,5
8.89,8.89,3.63,genre fiction,44.45,Tor Books,26.67,8.89,49721,Macmillan,273,big five,5
5.68,5.68,4.53,nonfiction,28.4,Penguin Classic,17.04,5.68,49731,Penguin Group (USA) LLC,65,big five,5
5.99,5.99,4.13,genre fiction,29.95,LucasBooks,17.97,5.99,49745,Random House LLC,109,big five,5
9.77,9.77,3.94,nonfiction,48.85,HarperCollins e-books,29.31,9.77,49750,HarperCollins Publishers,91,big five,5
7.99,7.99,0,fiction,39.95,Penguin Books,23.97,7.99,49764,Penguin Group (USA) LLC,0,big five,5
9.99,9.99,4.65,comics,49.95,(Small or Medium Publisher),29.97,9.99,49769,DC Comics,29,small/medium,5
0.99,0.99,4.1,comics,4.95,(Small or Medium Publisher),2.97,0.99,49775,DC Comics,19,small/medium,5
11.04,11.04,0,nonfiction,55.2,Touchstone,33.12,11.04,49779,Simon and Schuster Digital Sales Inc,0,big five,5
4.26,4.26,4.29,children,21.3,Random House Books for Young Readers,12.78,4.26,49781,Random House LLC,72,big five,5
6.83,6.83,4.65,children,34.15,Simon & Schuster Books for Young Readers,20.49,6.83,49817,Simon and Schuster Digital Sales Inc,49,big five,5
3.76,3.76,5,children,18.8,Random House Books for Young Readers,11.28,3.76,49854,Random House LLC,17,big five,5
5.12,5.12,4.9,children,25.6,Simon Spotlight,15.36,5.12,49857,Simon and Schuster Digital Sales Inc,11,big five,5
9.99,9.99,3.91,nonfiction,49.95,Harmony,29.97,9.99,49863,Random House LLC,48,big five,5
5.99,5.99,3.35,genre fiction,29.95,Ace,17.97,5.99,49872,Penguin Group (USA) LLC,85,big five,5
9.78,9.78,4.1,genre fiction,48.9,Washington Square Press,29.34,9.78,49909,Simon and Schuster Digital Sales Inc,138,big five,5
11.04,11.04,4.32,nonfiction,55.2,"Little, Brown and Company",33.12,11.04,49926,Hachette Book Group,25,big five,5
18.98,18.98,4.63,nonfiction,94.9,Clarkson Potter,56.94,18.98,49934,Random House LLC,308,big five,5
14.39,14.39,4.81,nonfiction,71.95,Harmony,43.17,14.39,49947,Random House LLC,54,big five,5
4.74,4.74,4.72,nonfiction,23.7,Mitchell Beazley,14.22,4.74,49953,Hachette Book Group,25,big five,5
5.99,5.99,3.38,genre fiction,29.95,LucasBooks,17.97,5.99,49974,Random House LLC,59,big five,5
6.83,6.83,4.32,genre fiction,34.15,Pocket Books/Star Trek,20.49,6.83,49984,Simon and Schuster Digital Sales Inc,103,big five,5
9.72,9.72,4,nonfiction,48.6,Touchstone,29.16,9.72,49986,Simon and Schuster Digital Sales Inc,7,big five,5
9.77,9.77,4.4,nonfiction,48.85,Amistad,29.31,9.77,49996,HarperCollins Publishers,215,big five,5
3.032,3.032,4.78,children,15.16,Zonderkidz,9.096,3.79,50061,HarperCollins Publishing,38,big five,4
6.824,6.824,4.25,genre fiction,34.12,Forge Books,20.472,8.53,50068,Macmillan,86,big five,4
9.472,9.472,4.52,nonfiction,47.36,Penguin Books,28.416,11.84,50094,Penguin Group (USA) LLC,88,big five,4
8.792,8.792,4.08,nonfiction,43.96,Harmony,26.376,10.99,50109,Random House LLC,61,big five,4
4.784,4.784,4.86,children,23.92,HarperCollins,14.352,5.98,50111,HarperCollins Publishers,43,big five,4
5.28,5.28,4.66,children,26.4,Atheneum Books for Young Readers,15.84,6.6,50129,Simon and Schuster Digital Sales Inc,65,big five,4
10.392,10.392,3.58,comics,51.96,Del Rey,31.176,12.99,50130,Random House LLC,160,big five,4
2.784,2.784,4.76,children,13.92,Random House Books for Young Readers,8.352,3.48,50160,Random House LLC,25,big five,4
9.592,9.592,4.3,nonfiction,47.96,Knopf,28.776,11.99,50182,Random House LLC,68,big five,4
3.784,3.784,4.8,children,18.92,Papercutz,11.352,4.73,50189,Macmillan,20,big five,4
9.192,9.192,3.59,nonfiction,45.96,HarperCollins e-books,27.576,11.49,50192,HarperCollins Publishers,118,big five,4
5.464,5.464,4.15,fiction,27.32,"Little, Brown and Company",16.392,6.83,50234,Hachette Book Group,300,big five,4
9.344,9.344,4.58,nonfiction,46.72,WaterBrook Press,28.032,11.68,50244,Random House LLC,117,big five,4
7.816,7.816,4,nonfiction,39.08,HarperCollins e-books,23.448,9.77,50269,HarperCollins Publishers,28,big five,4
10.192,10.192,0,nonfiction,50.96,Twelve,30.576,12.74,50274,Hachette Book Group,0,big five,4
11.992,11.992,3.5,nonfiction,59.96,Vintage,35.976,14.99,50281,Random House LLC,742,big five,4
4.096,4.096,4.88,children,20.48,Simon Spotlight,12.288,5.12,50294,Simon and Schuster Digital Sales Inc,18,big five,4
13.904,13.904,4.5,nonfiction,69.52,Fodor's,41.712,17.38,50302,Random House LLC,2,big five,4
7.992,7.992,4.57,comics,39.96,(Small or Medium Publisher),23.976,9.99,50318,DC Comics,26,small/medium,4
7.112,7.112,4.67,nonfiction,35.56,Metropolitan Books,21.336,8.89,50344,Macmillan,78,big five,4
4.784,4.784,4.75,children,23.92,Puffin,14.352,5.98,50349,Penguin Group (USA) LLC,12,big five,4
8.832,8.832,0,nonfiction,44.16,Scribner,26.496,11.04,50350,Simon and Schuster Digital Sales Inc,0,big five,4
6.072,6.072,4.83,nonfiction,30.36,HarperCollins e-books,18.216,7.59,50372,HarperCollins Publishers,18,big five,4
5.408,5.408,4.21,children,27.04,"Farrar, Straus and Giroux",16.224,6.76,50396,Macmillan,51,big five,4
0.792,0.792,4.26,comics,3.96,(Small or Medium Publisher),2.376,0.99,50432,DC Comics,26,small/medium,4
1.592,1.592,1.5,genre fiction,7.96,HarperCollins e-books,4.776,1.99,50437,HarperCollins Publishers,2,big five,4
8.792,8.792,4.75,nonfiction,43.96,Portfolio,26.376,10.99,50442,Penguin Group (USA) LLC,24,big five,4
0.792,0.792,5,fiction,3.96,Penguin,2.376,0.99,50455,Penguin Group (USA) LLC,1,big five,4
12.912,12.912,4.25,nonfiction,64.56,Clarkson Potter,38.736,16.14,50488,Random House LLC,115,big five,4
4.096,4.096,3.7,children,20.48,Atheneum Books for Young Readers,12.288,5.12,50499,Simon and Schuster Digital Sales Inc,30,big five,4
9.472,9.472,3.71,nonfiction,47.36,Random House,28.416,11.84,50500,Random House LLC,39,big five,4
2.84,2.84,3.4,children,14.2,Random House Books for Young Readers,8.52,3.55,50521,Random House LLC,22,big five,4
6.4,6.4,4.81,comics,32,Yen Press,19.2,8,50529,Hachette Book Group,11,big five,4
7.992,7.992,4.5,nonfiction,39.96,Thomas Dunne Books,23.976,9.99,50540,Macmillan,106,big five,4
4.792,4.792,3.78,genre fiction,23.96,Del Rey,14.376,5.99,50547,Random House LLC,111,big five,4
10.232,10.232,3.87,nonfiction,51.16,ESPN,30.696,12.79,50552,Random House LLC,101,big five,4
8.376,8.376,4.67,nonfiction,41.88,Penguin Books,25.128,10.47,50582,Penguin Group (USA) LLC,49,big five,4
6.392,6.392,4.4,nonfiction,31.96,Tarcher,19.176,7.99,50592,Penguin Group (USA) LLC,27,big five,4
4.784,4.784,3.57,children,23.92,Simon & Schuster Books for Young Readers,14.352,5.98,50593,Simon and Schuster Digital Sales Inc,111,big five,4
7.112,7.112,4.56,nonfiction,35.56,St. Martin's Griffin,21.336,8.89,50660,Macmillan,65,big five,4
7.816,7.816,4.48,nonfiction,39.08,William Morrow,23.448,9.77,50665,HarperCollins Publishers,47,big five,4
7.992,7.992,4.07,nonfiction,39.96,Penguin,23.976,9.99,50698,Penguin Group (USA) LLC,13,big five,4
7.192,7.192,4.42,children,35.96,North Point Press,21.576,8.99,50723,Macmillan,122,big five,4
19.384,19.384,4.59,nonfiction,96.92,Free Press,58.152,24.23,50761,Simon and Schuster Digital Sales Inc,5,big five,4
9.472,9.472,4.32,nonfiction,47.36,Harmony,28.416,11.84,50780,Random House LLC,56,big five,4
9.472,9.472,4.78,nonfiction,47.36,Anchor,28.416,11.84,50808,Random House LLC,19,big five,4
2.392,2.392,4.05,nonfiction,11.96,Portfolio,7.176,2.99,50809,Penguin Group (USA) LLC,18,big five,4
5.32,5.32,4.42,nonfiction,26.6,Harper Thorsons,15.96,6.65,50826,HarperCollins Publishers,28,big five,4
4.784,4.784,4.47,children,23.92,Greenwillow Books,14.352,5.98,50845,HarperCollins Publishers,103,big five,4
15.024,15.024,4.74,nonfiction,75.12,Knopf,45.072,18.78,50871,Random House LLC,245,big five,4
7.112,7.112,4.88,nonfiction,35.56,Holt Paperbacks,21.336,8.89,50880,Macmillan,17,big five,4
1.592,1.592,4.23,nonfiction,7.96,HarperCollins,4.776,1.99,50886,HarperCollins Publishers,78,big five,4
7.992,7.992,4.4,genre fiction,39.96,Orbit,23.976,9.99,50935,Hachette Book Group,50,big five,4
7.112,7.112,4.64,nonfiction,35.56,Holt Paperbacks,21.336,8.89,50948,Macmillan,54,big five,4
4.784,4.784,4.64,children,23.92,Katherine Tegen Books,14.352,5.98,50973,HarperCollins Publishers,17,big five,4
7.816,7.816,4.8,children,39.08,Putnam Juvenile,23.448,9.77,50988,Penguin Group (USA) LLC,5,big five,4
5.144,5.144,4.76,children,25.72,Papercutz,15.432,6.43,51019,Macmillan,13,big five,4
4.792,4.792,4.17,genre fiction,23.96,LucasBooks,14.376,5.99,51027,Random House LLC,84,big five,4
7.816,7.816,4.76,nonfiction,39.08,HarperCollins e-books,23.448,9.77,51052,HarperCollins Publishers,205,big five,4
5.312,5.312,4.36,children,26.56,Papercutz,15.936,6.64,51055,Macmillan,11,big five,4
9.472,9.472,4.28,nonfiction,47.36,Anchor,28.416,11.84,51088,Random House LLC,121,big five,4
7.112,7.112,4.63,nonfiction,35.56,Grand Central Publishing,21.336,8.89,51091,Hachette Book Group,69,big five,4
9.472,9.472,4.34,nonfiction,47.36,Crown Archetype,28.416,11.84,51155,Random House LLC,158,big five,4
4.792,4.792,4.26,genre fiction,23.96,LucasBooks,14.376,5.99,51171,Random House LLC,89,big five,4
2.728,2.728,4.42,children,13.64,Golden Books,8.184,3.41,51179,Random House LLC,26,big five,4
0.792,0.792,4.12,genre fiction,3.96,Tor Books,2.376,0.99,51185,Macmillan,16,big five,4
5.312,5.312,4.2,fiction,26.56,William Morrow Paperbacks,15.936,6.64,51210,HarperCollins Publishers,54,big five,4
0.792,0.792,3.26,nonfiction,3.96,HarperCollins e-books,2.376,0.99,51254,HarperCollins Publishers,15,big five,4
4.784,4.784,4.96,children,23.92,HarperCollins,14.352,5.98,51338,HarperCollins Publishers,33,big five,4
8.792,8.792,4.34,nonfiction,43.96,Penguin Books,26.376,10.99,51349,Penguin Group (USA) LLC,23,big five,4
4.784,4.784,4.59,children,23.92,Puffin,14.352,5.98,51358,Penguin Group (USA) LLC,25,big five,4
7.872,7.872,4.82,children,39.36,Thomas Nelson,23.616,9.84,51362,HarperCollins Christian Publishing,51,big five,4
4.792,4.792,4.04,genre fiction,23.96,Roc,14.376,5.99,51370,Penguin Group (USA) LLC,99,big five,4
7.816,7.816,4.78,nonfiction,39.08,HarperCollins e-books,23.448,9.77,51411,HarperCollins Publishers,55,big five,4
6.392,6.392,4.57,fiction,31.96,Penguin Classic,19.176,7.99,51496,Penguin Group (USA) LLC,7,big five,4
9.472,9.472,4.65,nonfiction,47.36,Random House,28.416,11.84,51497,Random House LLC,148,big five,4
2.968,2.968,4.89,children,14.84,Random House Books for Young Readers,8.904,3.71,51505,Random House LLC,19,big five,4
4.336,4.336,4.5,nonfiction,21.68,St. Martin's Griffin,13.008,5.42,51515,Macmillan,58,big five,4
7.992,7.992,4.73,nonfiction,39.96,Random House Trade Paperbacks,23.976,9.99,51521,Random House LLC,232,big five,4
4.792,4.792,3.8,nonfiction,23.96,Thomas Nelson,14.376,5.99,51547,HarperCollins Christian Publishing,21,big five,4
4.792,4.792,4.02,nonfiction,23.96,Berkley,14.376,5.99,51550,Penguin Group (USA) LLC,43,big five,4
9.592,9.592,4.59,nonfiction,47.96,Penguin Books,28.776,11.99,51565,Penguin Group (USA) LLC,71,big five,4
8.304,8.304,3.77,nonfiction,41.52,Threshold Editions,24.912,10.38,51605,Simon and Schuster Digital Sales Inc,282,big five,4
8.296,8.296,4.67,nonfiction,41.48,Free Press,24.888,10.37,51621,Simon and Schuster Digital Sales Inc,104,big five,4
7.112,7.112,4.35,genre fiction,35.56,Orb Books,21.336,8.89,51623,Macmillan,42,big five,4
3.72,3.72,4.35,genre fiction,18.6,Laurel Leaf,11.16,4.65,51637,Random House LLC,95,big five,4
4.92,4.92,4.3,nonfiction,24.6,Ballantine Books,14.76,6.15,51642,Random House LLC,94,big five,4
7.992,7.992,3.87,genre fiction,39.96,Del Rey,23.976,9.99,51649,Random House LLC,80,big five,4
8.832,8.832,0,nonfiction,44.16,"Scientific American / Farrar, Straus and Giroux",26.496,11.04,51750,Macmillan,0,big five,4
7.816,7.816,4.6,nonfiction,39.08,HarperCollins e-books,23.448,9.77,51755,HarperCollins Publishers,163,big five,4
9.512,9.512,4.26,nonfiction,47.56,Simon & Schuster,28.536,11.89,51768,Simon and Schuster Digital Sales Inc,41,big five,4
7.992,7.992,3.73,nonfiction,39.96,Hyperion,23.976,9.99,51772,Hachette Book Group,133,big five,4
0.792,0.792,4.6,nonfiction,3.96,Vintage,2.376,0.99,51788,Random House LLC,28,big five,4
7.992,7.992,4.43,nonfiction,39.96,Crown Archetype,23.976,9.99,51815,Random House LLC,460,big five,4
9.472,9.472,4.19,nonfiction,47.36,Anchor,28.416,11.84,51836,Random House LLC,36,big five,4
10.192,10.192,3.38,nonfiction,50.96,Grand Central Publishing,30.576,12.74,51840,Hachette Book Group,78,big five,4
7.112,7.112,4.01,nonfiction,35.56,Hill and Wang,21.336,8.89,51897,Macmillan,52,big five,4
6.072,6.072,4.2,genre fiction,30.36,William Morrow Paperbacks,18.216,7.59,51924,HarperCollins Publishers,30,big five,4
7.112,7.112,3.8,nonfiction,35.56,St. Martin's Press,21.336,8.89,51932,Macmillan,5,big five,4
2.728,2.728,4.93,children,13.64,HarperCollins,8.184,3.41,51960,HarperCollins Publishers,16,big five,4
4.784,4.784,4.55,children,23.92,Grosset & Dunlap,14.352,5.98,51965,Penguin Group (USA) LLC,40,big five,4
4.792,4.792,4.23,genre fiction,23.96,LucasBooks,14.376,5.99,51997,Random House LLC,100,big five,4
4.784,4.784,4.12,children,23.92,Aladdin,14.352,5.98,52018,Simon and Schuster Digital Sales Inc,39,big five,4
4.096,4.096,4.83,children,20.48,Random House Books for Young Readers,12.288,5.12,52045,Random House LLC,18,big five,4
3.192,3.192,0,comics,15.96,(Small or Medium Publisher),9.576,3.99,52063,Idea & Design Works,0,small/medium,4
8.792,8.792,4.82,nonfiction,43.96,Gotham Books,26.376,10.99,52067,Penguin Group (USA) LLC,401,big five,4
11.512,11.512,4.71,nonfiction,57.56,Three Rivers Press,34.536,14.39,52082,Random House LLC,45,big five,4
